doc_title,source_url,jurisdiction,doc_date,doc_summary,tag1,tag2,tag3
NDSS School Plan.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6441,School District 68,,Index record for sd68 escribe document identifier 6441,escribe,sd68-archive,public-registry
R Fleming.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6442,School District 68,,Index record for sd68 escribe document identifier 6442,escribe,sd68-archive,public-registry
BOARD SCOTT Operational Plan 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6443,School District 68,,Index record for sd68 escribe document identifier 6443,escribe,sd68-archive,public-registry
Board Learning Services .pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6444,School District 68,,Index record for sd68 escribe document identifier 6444,escribe,sd68-archive,public-registry
Board Presentation LR Karen use this- Jan 29.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6445,School District 68,,Index record for sd68 escribe document identifier 6445,escribe,sd68-archive,public-registry
Brian H District Operations Plan.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6446,School District 68,,Index record for sd68 escribe document identifier 6446,escribe,sd68-archive,public-registry
NLPS Logo.png,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6447,School District 68,,Index record for sd68 escribe document identifier 6447,escribe,sd68-archive,public-registry
Agenda Package - BE_Jan29_2020 - English.Html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6448,School District 68,,Index record for sd68 escribe document identifier 6448,escribe,sd68-archive,public-registry
Agenda.Css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6449,School District 68,,Index record for sd68 escribe document identifier 6449,escribe,sd68-archive,public-registry
Agenda Package - BE_Jan29_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6450,School District 68,,Index record for sd68 escribe document identifier 6450,escribe,sd68-archive,public-registry
Agenda Package - EC_Feb05_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6460,School District 68,,Index record for sd68 escribe document identifier 6460,escribe,sd68-archive,public-registry
Agenda Package - EC_Feb05_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6470,School District 68,,Index record for sd68 escribe document identifier 6470,escribe,sd68-archive,public-registry
Agenda Package - EC_Feb05_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6480,School District 68,,Index record for sd68 escribe document identifier 6480,escribe,sd68-archive,public-registry
AP 425 Bullying and Harassment.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6481,School District 68,,Index record for sd68 escribe document identifier 6481,escribe,sd68-archive,public-registry
AP 428 Employee Standard of Conduct.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6482,School District 68,,Index record for sd68 escribe document identifier 6482,escribe,sd68-archive,public-registry
HAWD 2018-19 Board Presentation.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6483,School District 68,,Index record for sd68 escribe document identifier 6483,escribe,sd68-archive,public-registry
Presentation to School Board 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6484,School District 68,,Index record for sd68 escribe document identifier 6484,escribe,sd68-archive,public-registry
Barsby Education Committee template February 5 Jane Reynolds.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6485,School District 68,,Index record for sd68 escribe document identifier 6485,escribe,sd68-archive,public-registry
NLPS Logo.png,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6486,School District 68,,Index record for sd68 escribe document identifier 6486,escribe,sd68-archive,public-registry
Agenda Package - EC_Feb05_2020 - English.Html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6487,School District 68,,Index record for sd68 escribe document identifier 6487,escribe,sd68-archive,public-registry
Agenda.Css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6488,School District 68,,Index record for sd68 escribe document identifier 6488,escribe,sd68-archive,public-registry
Agenda Package - EC_Feb05_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6489,School District 68,,Index record for sd68 escribe document identifier 6489,escribe,sd68-archive,public-registry
Agenda Package - BCM_Feb12_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6493,School District 68,,Index record for sd68 escribe document identifier 6493,escribe,sd68-archive,public-registry
SD68 ERM Overview Presentation.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6494,School District 68,,Index record for sd68 escribe document identifier 6494,escribe,sd68-archive,public-registry
December 2019.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6495,School District 68,,Index record for sd68 escribe document identifier 6495,escribe,sd68-archive,public-registry
AS - Cilaire Seismic Herold.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6496,School District 68,,Index record for sd68 escribe document identifier 6496,escribe,sd68-archive,public-registry
AS - Cilaire Seismic.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6497,School District 68,,Index record for sd68 escribe document identifier 6497,escribe,sd68-archive,public-registry
Facilities HB Addition.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6498,School District 68,,Index record for sd68 escribe document identifier 6498,escribe,sd68-archive,public-registry
Facilities Cilaire Woodlands projects.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6499,School District 68,,Index record for sd68 escribe document identifier 6499,escribe,sd68-archive,public-registry
AS - Trustee Remuneration.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6500,School District 68,,Index record for sd68 escribe document identifier 6500,escribe,sd68-archive,public-registry
SD68 2019-20 Amended Annual Budget.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6501,School District 68,,Index record for sd68 escribe document identifier 6501,escribe,sd68-archive,public-registry
AS - 2019-2020 Amended Annual budget Bylaw.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6502,School District 68,,Index record for sd68 escribe document identifier 6502,escribe,sd68-archive,public-registry
2019-20 Amended Annual Budget Presentation.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6503,School District 68,,Index record for sd68 escribe document identifier 6503,escribe,sd68-archive,public-registry
2020-21 Draft Budget Calendar.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6504,School District 68,,Index record for sd68 escribe document identifier 6504,escribe,sd68-archive,public-registry
2020 Snow Removal presentation.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6505,School District 68,,Index record for sd68 escribe document identifier 6505,escribe,sd68-archive,public-registry
SD68 Enrolment Project 2020-21.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6506,School District 68,,Index record for sd68 escribe document identifier 6506,escribe,sd68-archive,public-registry
"IS - Enrolment projection Summary Feb 12, 2020.pdf",https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6507,School District 68,,Index record for sd68 escribe document identifier 6507,escribe,sd68-archive,public-registry
AS - Local School Calendar.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6508,School District 68,,Index record for sd68 escribe document identifier 6508,escribe,sd68-archive,public-registry
Draft Local Calendar.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6509,School District 68,,Index record for sd68 escribe document identifier 6509,escribe,sd68-archive,public-registry
NLPS Logo.png,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6510,School District 68,,Index record for sd68 escribe document identifier 6510,escribe,sd68-archive,public-registry
Agenda Package - BCM_Feb12_2020 - English.Html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6511,School District 68,,Index record for sd68 escribe document identifier 6511,escribe,sd68-archive,public-registry
Agenda.Css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6512,School District 68,,Index record for sd68 escribe document identifier 6512,escribe,sd68-archive,public-registry
Agenda Package - BCM_Feb12_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6513,School District 68,,Index record for sd68 escribe document identifier 6513,escribe,sd68-archive,public-registry
Agenda Package - BE_Feb26_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6542,School District 68,,Index record for sd68 escribe document identifier 6542,escribe,sd68-archive,public-registry
SpACLSbizhu20021215270.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6543,School District 68,,Index record for sd68 escribe document identifier 6543,escribe,sd68-archive,public-registry
S72(3) Report February 12.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6544,School District 68,,Index record for sd68 escribe document identifier 6544,escribe,sd68-archive,public-registry
January 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6545,School District 68,,Index record for sd68 escribe document identifier 6545,escribe,sd68-archive,public-registry
K Flannagan.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6546,School District 68,,Index record for sd68 escribe document identifier 6546,escribe,sd68-archive,public-registry
IS LRFP.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6547,School District 68,,Index record for sd68 escribe document identifier 6547,escribe,sd68-archive,public-registry
Detail by Schools January 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6548,School District 68,,Index record for sd68 escribe document identifier 6548,escribe,sd68-archive,public-registry
Summary by Schools January 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6549,School District 68,,Index record for sd68 escribe document identifier 6549,escribe,sd68-archive,public-registry
OS Reg Brd Motions February 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6550,School District 68,,Index record for sd68 escribe document identifier 6550,escribe,sd68-archive,public-registry
CM Feb 20 Liaison Report .pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6551,School District 68,,Index record for sd68 escribe document identifier 6551,escribe,sd68-archive,public-registry
CVRD.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6552,School District 68,,Index record for sd68 escribe document identifier 6552,escribe,sd68-archive,public-registry
S72(3) Report January 21.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6553,School District 68,,Index record for sd68 escribe document identifier 6553,escribe,sd68-archive,public-registry
2020-21 Budget Calendar.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6554,School District 68,,Index record for sd68 escribe document identifier 6554,escribe,sd68-archive,public-registry
SD68 2019-20 Amended Annual Budget FINAL.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6555,School District 68,,Index record for sd68 escribe document identifier 6555,escribe,sd68-archive,public-registry
NLPS Logo.png,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6556,School District 68,,Index record for sd68 escribe document identifier 6556,escribe,sd68-archive,public-registry
Agenda Package - BE_Feb26_2020 - English.Html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6557,School District 68,,Index record for sd68 escribe document identifier 6557,escribe,sd68-archive,public-registry
Agenda.Css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6558,School District 68,,Index record for sd68 escribe document identifier 6558,escribe,sd68-archive,public-registry
Agenda Package - BE_Feb26_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6559,School District 68,,Index record for sd68 escribe document identifier 6559,escribe,sd68-archive,public-registry
"February 12, 2020.pdf",https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6560,School District 68,,Index record for sd68 escribe document identifier 6560,escribe,sd68-archive,public-registry
IS Transportation Route Review.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6561,School District 68,,Index record for sd68 escribe document identifier 6561,escribe,sd68-archive,public-registry
Transportation Route Review.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6562,School District 68,,Index record for sd68 escribe document identifier 6562,escribe,sd68-archive,public-registry
AS Local School Calendar.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6563,School District 68,,Index record for sd68 escribe document identifier 6563,escribe,sd68-archive,public-registry
Draft Local Calendar 2.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6564,School District 68,,Index record for sd68 escribe document identifier 6564,escribe,sd68-archive,public-registry
IS Snow Removal.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6565,School District 68,,Index record for sd68 escribe document identifier 6565,escribe,sd68-archive,public-registry
4 Mar 2020 Snow removal Procedure.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6566,School District 68,,Index record for sd68 escribe document identifier 6566,escribe,sd68-archive,public-registry
IS AFG.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6567,School District 68,,Index record for sd68 escribe document identifier 6567,escribe,sd68-archive,public-registry
AFG 2020_21.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6568,School District 68,,Index record for sd68 escribe document identifier 6568,escribe,sd68-archive,public-registry
AFG Presentation.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6569,School District 68,,Index record for sd68 escribe document identifier 6569,escribe,sd68-archive,public-registry
2020-21 Budget Calendar.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6570,School District 68,,Index record for sd68 escribe document identifier 6570,escribe,sd68-archive,public-registry
AS - Trustee Remuneration.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6571,School District 68,,Index record for sd68 escribe document identifier 6571,escribe,sd68-archive,public-registry
NLPS Logo.png,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6572,School District 68,,Index record for sd68 escribe document identifier 6572,escribe,sd68-archive,public-registry
Agenda Package - BCM_Mar04_2020 - English.Html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6573,School District 68,,Index record for sd68 escribe document identifier 6573,escribe,sd68-archive,public-registry
Agenda.Css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6574,School District 68,,Index record for sd68 escribe document identifier 6574,escribe,sd68-archive,public-registry
Agenda Package - BCM_Mar04_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6575,School District 68,,Index record for sd68 escribe document identifier 6575,escribe,sd68-archive,public-registry
Agenda Package - EC_Mar04_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6581,School District 68,,Index record for sd68 escribe document identifier 6581,escribe,sd68-archive,public-registry
February 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6582,School District 68,,Index record for sd68 escribe document identifier 6582,escribe,sd68-archive,public-registry
QQS Presentation.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6583,School District 68,,Index record for sd68 escribe document identifier 6583,escribe,sd68-archive,public-registry
CTC Education Committee Meeting March 4 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6584,School District 68,,Index record for sd68 escribe document identifier 6584,escribe,sd68-archive,public-registry
NLPS Logo.png,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6585,School District 68,,Index record for sd68 escribe document identifier 6585,escribe,sd68-archive,public-registry
Agenda Package - EC_Mar04_2020 - English.Html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6586,School District 68,,Index record for sd68 escribe document identifier 6586,escribe,sd68-archive,public-registry
Agenda.Css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6587,School District 68,,Index record for sd68 escribe document identifier 6587,escribe,sd68-archive,public-registry
Agenda Package - EC_Mar04_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6588,School District 68,,Index record for sd68 escribe document identifier 6588,escribe,sd68-archive,public-registry
Agenda Package - BE_Mar11_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6602,School District 68,,Index record for sd68 escribe document identifier 6602,escribe,sd68-archive,public-registry
Deputy Minister re ab ed underspend.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6603,School District 68,,Index record for sd68 escribe document identifier 6603,escribe,sd68-archive,public-registry
Education Statutes Amendment Act.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6604,School District 68,,Index record for sd68 escribe document identifier 6604,escribe,sd68-archive,public-registry
February 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6605,School District 68,,Index record for sd68 escribe document identifier 6605,escribe,sd68-archive,public-registry
"March 4, 2020.pdf",https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6606,School District 68,,Index record for sd68 escribe document identifier 6606,escribe,sd68-archive,public-registry
S72(3) Report.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6607,School District 68,,Index record for sd68 escribe document identifier 6607,escribe,sd68-archive,public-registry
OS Reg Brd Motions March 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6608,School District 68,,Index record for sd68 escribe document identifier 6608,escribe,sd68-archive,public-registry
Detail by Schools February 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6609,School District 68,,Index record for sd68 escribe document identifier 6609,escribe,sd68-archive,public-registry
Summary by Schools February 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6610,School District 68,,Index record for sd68 escribe document identifier 6610,escribe,sd68-archive,public-registry
CM March 20 Liaison Report OPEN .pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6611,School District 68,,Index record for sd68 escribe document identifier 6611,escribe,sd68-archive,public-registry
ssc liaison report feb 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6612,School District 68,,Index record for sd68 escribe document identifier 6612,escribe,sd68-archive,public-registry
Syeyutsus Committee report March.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6613,School District 68,,Index record for sd68 escribe document identifier 6613,escribe,sd68-archive,public-registry
AS - Local School Calendar 2020-21.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6614,School District 68,,Index record for sd68 escribe document identifier 6614,escribe,sd68-archive,public-registry
Draft Local Calendar 2.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6615,School District 68,,Index record for sd68 escribe document identifier 6615,escribe,sd68-archive,public-registry
2020-21 local school calendar feedback.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6616,School District 68,,Index record for sd68 escribe document identifier 6616,escribe,sd68-archive,public-registry
NLPS Logo.png,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6617,School District 68,,Index record for sd68 escribe document identifier 6617,escribe,sd68-archive,public-registry
Agenda Package - BE_Mar11_2020 - English.Html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6618,School District 68,,Index record for sd68 escribe document identifier 6618,escribe,sd68-archive,public-registry
Agenda.Css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6619,School District 68,,Index record for sd68 escribe document identifier 6619,escribe,sd68-archive,public-registry
Agenda Package - BE_Mar11_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6620,School District 68,,Index record for sd68 escribe document identifier 6620,escribe,sd68-archive,public-registry
Agenda Package - BE_Apr22_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6649,School District 68,,Index record for sd68 escribe document identifier 6649,escribe,sd68-archive,public-registry
S72(3) Report March 13 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6650,School District 68,,Index record for sd68 escribe document identifier 6650,escribe,sd68-archive,public-registry
March 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6651,School District 68,,Index record for sd68 escribe document identifier 6651,escribe,sd68-archive,public-registry
AS Capital Plan Bylaw.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6652,School District 68,,Index record for sd68 escribe document identifier 6652,escribe,sd68-archive,public-registry
Appendix A AS for Capital Plan.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6653,School District 68,,Index record for sd68 escribe document identifier 6653,escribe,sd68-archive,public-registry
Appendix B for AS.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6654,School District 68,,Index record for sd68 escribe document identifier 6654,escribe,sd68-archive,public-registry
Appendix C Capital Plan.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6655,School District 68,,Index record for sd68 escribe document identifier 6655,escribe,sd68-archive,public-registry
Appendix D CapitalPlans.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6656,School District 68,,Index record for sd68 escribe document identifier 6656,escribe,sd68-archive,public-registry
Board - 2020 21 Capital Plan - Ministry Response - Final.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6657,School District 68,,Index record for sd68 escribe document identifier 6657,escribe,sd68-archive,public-registry
Capital Project List.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6658,School District 68,,Index record for sd68 escribe document identifier 6658,escribe,sd68-archive,public-registry
AFG.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6659,School District 68,,Index record for sd68 escribe document identifier 6659,escribe,sd68-archive,public-registry
Summary by Schools March 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6660,School District 68,,Index record for sd68 escribe document identifier 6660,escribe,sd68-archive,public-registry
Detail by Schools March 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6661,School District 68,,Index record for sd68 escribe document identifier 6661,escribe,sd68-archive,public-registry
IS - Thoughtexchange - Budget 2020-21.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6662,School District 68,,Index record for sd68 escribe document identifier 6662,escribe,sd68-archive,public-registry
SpACLSbizhu20040914590.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6663,School District 68,,Index record for sd68 escribe document identifier 6663,escribe,sd68-archive,public-registry
SpACLSbizhu20040915040.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6664,School District 68,,Index record for sd68 escribe document identifier 6664,escribe,sd68-archive,public-registry
S72(3) Report April 16.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6665,School District 68,,Index record for sd68 escribe document identifier 6665,escribe,sd68-archive,public-registry
S72(3) Report April 2.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6666,School District 68,,Index record for sd68 escribe document identifier 6666,escribe,sd68-archive,public-registry
S72(3) Report March 27.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6667,School District 68,,Index record for sd68 escribe document identifier 6667,escribe,sd68-archive,public-registry
IS - April 22 2020 - Funding Model Review  Operating Grant Update.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6668,School District 68,,Index record for sd68 escribe document identifier 6668,escribe,sd68-archive,public-registry
Summary of 2020-21 MOE Funding Changes.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6669,School District 68,,Index record for sd68 escribe document identifier 6669,escribe,sd68-archive,public-registry
2020-21 Budget Calendar.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6670,School District 68,,Index record for sd68 escribe document identifier 6670,escribe,sd68-archive,public-registry
AS PV Seismic appointment of BSA.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6671,School District 68,,Index record for sd68 escribe document identifier 6671,escribe,sd68-archive,public-registry
AS PV Seismic appointment of Herold.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6672,School District 68,,Index record for sd68 escribe document identifier 6672,escribe,sd68-archive,public-registry
Board - Architectural and Engineering Vendor Selection_- Final.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6673,School District 68,,Index record for sd68 escribe document identifier 6673,escribe,sd68-archive,public-registry
OS Reg Brd Motions April 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6674,School District 68,,Index record for sd68 escribe document identifier 6674,escribe,sd68-archive,public-registry
IS  Admin Procedure 223.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6675,School District 68,,Index record for sd68 escribe document identifier 6675,escribe,sd68-archive,public-registry
April 2020 AP223 - Selection of Learning Resources.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6676,School District 68,,Index record for sd68 escribe document identifier 6676,escribe,sd68-archive,public-registry
OLD AP-223-Selection-of-Learning-Resources.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6677,School District 68,,Index record for sd68 escribe document identifier 6677,escribe,sd68-archive,public-registry
NLPS Logo.png,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6678,School District 68,,Index record for sd68 escribe document identifier 6678,escribe,sd68-archive,public-registry
Agenda Package - BE_Apr22_2020 - English.Html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6679,School District 68,,Index record for sd68 escribe document identifier 6679,escribe,sd68-archive,public-registry
Agenda.Css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6680,School District 68,,Index record for sd68 escribe document identifier 6680,escribe,sd68-archive,public-registry
Agenda Package - BE_Apr22_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6681,School District 68,,Index record for sd68 escribe document identifier 6681,escribe,sd68-archive,public-registry
Agenda Package - EC_May06_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6688,School District 68,,Index record for sd68 escribe document identifier 6688,escribe,sd68-archive,public-registry
Agenda Package - EC_May06_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6696,School District 68,,Index record for sd68 escribe document identifier 6696,escribe,sd68-archive,public-registry
Agenda Package - EC_May06_2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6704,School District 68,,Index record for sd68 escribe document identifier 6704,escribe,sd68-archive,public-registry
Data and Analytics May 2020 Education Committe Presentation.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6705,School District 68,,Index record for sd68 escribe document identifier 6705,escribe,sd68-archive,public-registry
Deputy Minister re ab ed underspend(1).pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6706,School District 68,,Index record for sd68 escribe document identifier 6706,escribe,sd68-archive,public-registry
March 2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6707,School District 68,,Index record for sd68 escribe document identifier 6707,escribe,sd68-archive,public-registry
NLPS Response to COVID-19 - Ed Comm May 6.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6708,School District 68,,Index record for sd68 escribe document identifier 6708,escribe,sd68-archive,public-registry
NLPS Logo.png,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6709,School District 68,,Index record for sd68 escribe document identifier 6709,escribe,sd68-archive,public-registry
Agenda Package - EC_May06_2020 - English.Html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6710,School District 68,,Index record for sd68 escribe document identifier 6710,escribe,sd68-archive,public-registry
Agenda.Css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=6711,School District 68,,Index record for sd68 escribe document identifier 6711,escribe,sd68-archive,public-registry
